sku,short_description,additional_attributes,url_key,qty,name
1414011-Син,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">4-ядрен 1.2 GHz Cortex-A7</li><li class=""memory"">1 GB</li><li class=""hdd"">8 GB</li></ul>","color=Син,filter_sim=1,gsm_battery=Li-Ion 1905 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm Snapdragon 200,gsm_dimensions=140.2 x 72.4 x 8.8 mm,gsm_display_resolution=540 x 960 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras=- MP3/WAV/eAAC+/WMA player - MP4/H.264 player - OneDrive (15 GB cloud storage) - Document viewer - Video/photo editor,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 302,gsm_infrared=НЕ,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Microsoft Windows Phone 8.1,gsm_processor=4-ядрен 1.2 GHz Cortex-A7,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=480p@30fps,gsm_warranty=24 месеца,gsm_weight=146 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=Windows OS,procesor_filt_r=4-ядрен",1414011-sin,5.0000,1414011-Син
1414011-Зелен,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">4-ядрен 1.2 GHz Cortex-A7</li><li class=""memory"">1 GB</li><li class=""hdd"">8 GB</li></ul>","color=Зелен,filter_sim=1,gsm_battery=Li-Ion 1905 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm Snapdragon 200,gsm_dimensions=140.2 x 72.4 x 8.8 mm,gsm_display_resolution=540 x 960 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras=- MP3/WAV/eAAC+/WMA player - MP4/H.264 player - OneDrive (15 GB cloud storage) - Document viewer - Video/photo editor,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 302,gsm_infrared=НЕ,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Microsoft Windows Phone 8.1,gsm_processor=4-ядрен 1.2 GHz Cortex-A7,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=480p@30fps,gsm_warranty=24 месеца,gsm_weight=146 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=Windows OS,procesor_filt_r=4-ядрен",1414011-zelen,5.0000,1414011-Зелен
1414011-Друг,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">4-ядрен 1.2 GHz Cortex-A7</li><li class=""memory"">1 GB</li><li class=""hdd"">8 GB</li></ul>","color=Друг,filter_sim=1,gsm_battery=Li-Ion 1905 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=5 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm Snapdragon 200,gsm_dimensions=140.2 x 72.4 x 8.8 mm,gsm_display_resolution=540 x 960 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras=- MP3/WAV/eAAC+/WMA player - MP4/H.264 player - OneDrive (15 GB cloud storage) - Document viewer - Video/photo editor,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 302,gsm_infrared=НЕ,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Microsoft Windows Phone 8.1,gsm_processor=4-ядрен 1.2 GHz Cortex-A7,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=480p@30fps,gsm_warranty=24 месеца,gsm_weight=146 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=Windows OS,procesor_filt_r=4-ядрен",1414011-drug,5.0000,1414011-Друг
317001-Черен,,"color=Черен,gsm_battery=Non-removable Li-Ion 3000 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone),gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8937 Snapdragon 430,gsm_dimensions=149.7 x 72.5 x 8 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5.2"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_gps=ДА,gsm_gpu=Adreno 505,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1.1 (Nougat),gsm_processor=Octa-core 1.4 GHz Cortex-A53,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=164 g,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=8-ядрен",317001-cheren,5.0000,317001-Черен
317001-Сребрист,,"color=Сребрист,gsm_battery=Non-removable Li-Ion 3000 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone),gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8937 Snapdragon 430,gsm_dimensions=149.7 x 72.5 x 8 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5.2"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_gps=ДА,gsm_gpu=Adreno 505,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1.1 (Nougat),gsm_processor=Octa-core 1.4 GHz Cortex-A53,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=164 g,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=8-ядрен",317001-srebrist,5.0000,317001-Сребрист
317001-Син,,"color=Син,gsm_battery=Non-removable Li-Ion 3000 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone),gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8937 Snapdragon 430,gsm_dimensions=149.7 x 72.5 x 8 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5.2"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_gps=ДА,gsm_gpu=Adreno 505,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1.1 (Nougat),gsm_processor=Octa-core 1.4 GHz Cortex-A53,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=164 g,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=8-ядрен",317001-sin,5.0000,317001-Син
317002-Черен,,"color=Черен,filter_sim=2,gsm_battery=Non-removable Li-Ion 3000 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone),gsm_camera_mp=16 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8937 Snapdragon 430,gsm_dimensions=154 x 75.8 x 7.9 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5.5"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - Fast battery charging - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=над 5.5"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|2 СИМ карти|Сензор за отпечатък|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 505,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1.1 (Nougat),gsm_processor=Octa-core 1.4 GHz Cortex-A53,gsm_ram=3 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=169 g,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=8-ядрен",317002-cheren,5.0000,317002-Черен
317002-Сребрист,,"color=Сребрист,filter_sim=2,gsm_battery=Non-removable Li-Ion 3000 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone),gsm_camera_mp=16 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8937 Snapdragon 430,gsm_dimensions=154 x 75.8 x 7.9 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5.5"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - Fast battery charging - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=над 5.5"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|2 СИМ карти|Сензор за отпечатък|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 505,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1.1 (Nougat),gsm_processor=Octa-core 1.4 GHz Cortex-A53,gsm_ram=3 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=169 g,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=8-ядрен",317002-srebrist,5.0000,317002-Сребрист
317003-Сребрист,,"color=Сребрист,filter_sim=2,gsm_battery=Non-removable Li-Ion 2630 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Mediatek MT6737,gsm_dimensions=143.4 x 71.4 x 8.5 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5.0"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|2 СИМ карти|FM радио,gsm_gps=ДА,gsm_gpu=Mali-T720MP2,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.0 (Nougat),gsm_processor=Quad-core 1.4 GHz Cortex-A53,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=ДА,gsm_warranty=24 месеца,gsm_weight=140,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",317003-srebrist,5.0000,317003-Сребрист
317003-Черен,,"color=Черен,filter_sim=2,gsm_battery=Non-removable Li-Ion 2630 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Mediatek MT6737,gsm_dimensions=143.4 x 71.4 x 8.5 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5.0"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|2 СИМ карти|FM радио,gsm_gps=ДА,gsm_gpu=Mali-T720MP2,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.0 (Nougat),gsm_processor=Quad-core 1.4 GHz Cortex-A53,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=ДА,gsm_warranty=24 месеца,gsm_weight=140,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",317003-cheren,5.0000,317003-Черен
317003-Син,,"color=Син,filter_sim=2,gsm_battery=Non-removable Li-Ion 2630 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Mediatek MT6737,gsm_dimensions=143.4 x 71.4 x 8.5 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5.0"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|2 СИМ карти|FM радио,gsm_gps=ДА,gsm_gpu=Mali-T720MP2,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.0 (Nougat),gsm_processor=Quad-core 1.4 GHz Cortex-A53,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=ДА,gsm_warranty=24 месеца,gsm_weight=140,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",317003-sin,5.0000,317003-Син
317003-Бял,,"color=Бял,filter_sim=2,gsm_battery=Non-removable Li-Ion 2630 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Mediatek MT6737,gsm_dimensions=143.4 x 71.4 x 8.5 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5.0"",gsm_display_type=IPS LCD capacitive touchscreen,gsm_extras= - MP4/H.264 player - MP3/WAV/eAAC+/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|2 СИМ карти|FM радио,gsm_gps=ДА,gsm_gpu=Mali-T720MP2,gsm_infrared=НЕ,gsm_manufacturer=Nokia,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.0 (Nougat),gsm_processor=Quad-core 1.4 GHz Cortex-A53,gsm_ram=2 GB,gsm_usb=ДА microUSB,gsm_video=ДА,gsm_warranty=24 месеца,gsm_weight=140,gsm_wifi=802.11b/g/n,gsm_year_release=2017,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",317003-bjal,5.0000,317003-Бял
1017001-Черен,,"color=Черен,filter_sim=1,gsm_battery=Non-removable Li-Ion 3450 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone),gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8996 Snapdragon 821,gsm_dimensions=154.7 x 75.7 x 8.5 mm,gsm_display_resolution=1440 x 2560 px,gsm_display_size=5.5"",gsm_display_type=AMOLED capacitive touchscreen,gsm_extras= - Fast battery charging - MP4/H.264 player - MP3/WAV/eAAC+ player - Photo/video editor - Document editor,gsm_filter_battery=от 3001 до 3500 mAh,gsm_filter_displaysize=над 5.5"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Водоустойчив|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=Adreno 530,gsm_infrared=НЕ,gsm_manufacturer=Google,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1 (Nougat),gsm_processor=Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),gsm_ram=4 GB,gsm_usb=ДА microUSB,gsm_video=2160p@30fps, 1080p@30/60/120fps, 720p@240fps,gsm_warranty=24 месеца,gsm_weight=168 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",1017001-cheren,5.0000,1017001-Черен
1017001-Сребрист,,"color=Сребрист,filter_sim=1,gsm_battery=Non-removable Li-Ion 3450 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone),gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8996 Snapdragon 821,gsm_dimensions=154.7 x 75.7 x 8.5 mm,gsm_display_resolution=1440 x 2560 px,gsm_display_size=5.5"",gsm_display_type=AMOLED capacitive touchscreen,gsm_extras= - Fast battery charging - MP4/H.264 player - MP3/WAV/eAAC+ player - Photo/video editor - Document editor,gsm_filter_battery=от 3001 до 3500 mAh,gsm_filter_displaysize=над 5.5"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Водоустойчив|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=Adreno 530,gsm_infrared=НЕ,gsm_manufacturer=Google,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1 (Nougat),gsm_processor=Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),gsm_ram=4 GB,gsm_usb=ДА microUSB,gsm_video=2160p@30fps, 1080p@30/60/120fps, 720p@240fps,gsm_warranty=24 месеца,gsm_weight=168 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",1017001-srebrist,5.0000,1017001-Сребрист
1017001-Син,,"color=Син,filter_sim=1,gsm_battery=Non-removable Li-Ion 3450 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone),gsm_camera_mp=13 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8996 Snapdragon 821,gsm_dimensions=154.7 x 75.7 x 8.5 mm,gsm_display_resolution=1440 x 2560 px,gsm_display_size=5.5"",gsm_display_type=AMOLED capacitive touchscreen,gsm_extras= - Fast battery charging - MP4/H.264 player - MP3/WAV/eAAC+ player - Photo/video editor - Document editor,gsm_filter_battery=от 3001 до 3500 mAh,gsm_filter_displaysize=над 5.5"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Водоустойчив|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=Adreno 530,gsm_infrared=НЕ,gsm_manufacturer=Google,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1 (Nougat),gsm_processor=Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),gsm_ram=4 GB,gsm_usb=ДА microUSB,gsm_video=2160p@30fps, 1080p@30/60/120fps, 720p@240fps,gsm_warranty=24 месеца,gsm_weight=168 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",1017001-sin,5.0000,1017001-Син
1017002-Черен,,"color=Черен,filter_sim=1|2|3,gsm_battery=Non-removable Li-Ion 2770 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone) flash,gsm_camera_mp=12 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8996 Snapdragon 821,gsm_dimensions=143.8 x 69.5 x 8.5 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5.0"",gsm_display_type=AMOLED capacitive touchscreen,gsm_extras= - Fast battery charging - MP4/H.264 player - MP3/WAV/eAAC+ player - Photo/video editor - Document editor,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Водоустойчив|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=Adreno 530,gsm_infrared=НЕ,gsm_manufacturer=Google,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1 (Nougat),gsm_processor=Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),gsm_ram=4 GB,gsm_usb=ДА microUSB,gsm_video=2160p@30fps, 1080p@30/60/120fps, 720p@240fps,gsm_warranty=24 месеца,gsm_weight=143 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",1017002-cheren,5.0000,1017002-Черен
1017002-Сребрист,,"color=Сребрист,filter_sim=1|2|3,gsm_battery=Non-removable Li-Ion 2770 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone) flash,gsm_camera_mp=12 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8996 Snapdragon 821,gsm_dimensions=143.8 x 69.5 x 8.5 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5.0"",gsm_display_type=AMOLED capacitive touchscreen,gsm_extras= - Fast battery charging - MP4/H.264 player - MP3/WAV/eAAC+ player - Photo/video editor - Document editor,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Водоустойчив|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=Adreno 530,gsm_infrared=НЕ,gsm_manufacturer=Google,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1 (Nougat),gsm_processor=Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),gsm_ram=4 GB,gsm_usb=ДА microUSB,gsm_video=2160p@30fps, 1080p@30/60/120fps, 720p@240fps,gsm_warranty=24 месеца,gsm_weight=143 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",1017002-srebrist,5.0000,1017002-Сребрист
1017002-Син,,"color=Син,filter_sim=1|2|3,gsm_battery=Non-removable Li-Ion 2770 mAh,gsm_bluetooth=ДА,gsm_camera_light=dual-LED (dual tone) flash,gsm_camera_mp=12 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8996 Snapdragon 821,gsm_dimensions=143.8 x 69.5 x 8.5 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5.0"",gsm_display_type=AMOLED capacitive touchscreen,gsm_extras= - Fast battery charging - MP4/H.264 player - MP3/WAV/eAAC+ player - Photo/video editor - Document editor,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Водоустойчив|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=Adreno 530,gsm_infrared=НЕ,gsm_manufacturer=Google,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android 7.1 (Nougat),gsm_processor=Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),gsm_ram=4 GB,gsm_usb=ДА microUSB,gsm_video=2160p@30fps, 1080p@30/60/120fps, 720p@240fps,gsm_warranty=24 месеца,gsm_weight=143 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",1017002-sin,5.0000,1017002-Син
616004-Бял,,"color=Бял,filter_sim=2,gsm_battery=Li-Ion 2700 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=20 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8996 Snapdragon 820,gsm_dimensions=143.7 x 70.4 x 8.7 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras= - Fast battery charging: 60% in 30 min (Quick Charge 2.0) - Xvid/MP4/H.265 player - MP3/eAAC+/WAV/Flac player - Document viewer - Photo/video editor,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|Водоустойчив|2 СИМ карти|Сензор за отпечатък|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 530,gsm_infrared=НЕ,gsm_manufacturer=Sony,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android OS, v6.0.1 (Marshmallow), planned upgrade to v7.0 (Nougat),gsm_processor=Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),gsm_ram=3 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps, 1080p@60fps,gsm_warranty=24 месеца,gsm_weight=164 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",616004-bjal,5.0000,616004-Бял
616004-Черен,,"color=Черен,filter_sim=2,gsm_battery=Li-Ion 2700 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=20 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8996 Snapdragon 820,gsm_dimensions=143.7 x 70.4 x 8.7 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras= - Fast battery charging: 60% in 30 min (Quick Charge 2.0) - Xvid/MP4/H.265 player - MP3/eAAC+/WAV/Flac player - Document viewer - Photo/video editor,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|Подходящ за бизнес|Водоустойчив|2 СИМ карти|Сензор за отпечатък|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 530,gsm_infrared=НЕ,gsm_manufacturer=Sony,gsm_memory=32 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android OS, v6.0.1 (Marshmallow), planned upgrade to v7.0 (Nougat),gsm_processor=Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),gsm_ram=3 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps, 1080p@60fps,gsm_warranty=24 месеца,gsm_weight=164 g,gsm_wifi=802.11b/g/n,gsm_year_release=2016,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",616004-cheren,5.0000,616004-Черен
