sku,short_description,additional_attributes,url_key,qty,name
915005-Сив,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Quad-core 1.3 GHz Cortex-A7</li><li class=""memory"">1 GB</li><li class=""hdd"">8 GB</li></ul>","color=Сив,filter_sim=2,gsm_battery=Li-Ion 2540 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_dimensions=140.8 x 71.6 x 9.6 mm,gsm_display_resolution=480 x 854 px,gsm_display_size=5'',gsm_display_type=IPS LCD,gsm_extras= - Xvid/MP4/H.264 player - MP3/eAAC+/WAV/WMA/FLAC player - Photo/video editor - Document viewer,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=Слот за допълнителна памет|2 СИМ карти|FM радио,gsm_gps=ДА,gsm_infrared=НЕ,gsm_manufacturer=LG,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Android OS, v5.1.1 (Lollipop),gsm_processor=Quad-core 1.3 GHz Cortex-A7,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=155 g ,gsm_wifi=802.11b/g/n,gsm_year_release=2015,operacionna_sistema_filt_r=Android,procesor_filt_r=4-ядрен",915005-siv,5.0000,915005-Сив
1415001-Син,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Quad-core 1.2 GHz Cortex-A7</li><li class=""memory"">1 GB </li><li class=""hdd"">8 GB</li></ul>","color=Син,filter_sim=1,gsm_battery=Li-Ion 2500 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED ,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8926 Snapdragon 400,gsm_dimensions=141.3 x 72.2 x 8.8 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5'',gsm_display_type=IPS LCD ,gsm_extras= - MP3/WAV/eAAC+/WMA player - MP4/H.264/WMV player - OneDrive (30 GB cloud storage) - Document viewer - Photo/video editor,gsm_filter_battery=oт 2001 до 2500 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 305,gsm_infrared=НЕ,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Microsoft Windows Phone 8.1 with Lumia Denim,gsm_processor=Quad-core 1.2 GHz Cortex-A7,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=145 g,gsm_wifi=802.11b/g/n,gsm_year_release=2015,operacionna_sistema_filt_r=Windows OS,procesor_filt_r=4-ядрен",1415001-sin,5.0000,1415001-Син
1415001-Оранжев,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Quad-core 1.2 GHz Cortex-A7</li><li class=""memory"">1 GB </li><li class=""hdd"">8 GB</li></ul>","color=Оранжев,filter_sim=1,gsm_battery=Li-Ion 2500 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED ,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8926 Snapdragon 400,gsm_dimensions=141.3 x 72.2 x 8.8 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5'',gsm_display_type=IPS LCD ,gsm_extras= - MP3/WAV/eAAC+/WMA player - MP4/H.264/WMV player - OneDrive (30 GB cloud storage) - Document viewer - Photo/video editor,gsm_filter_battery=oт 2001 до 2500 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 305,gsm_infrared=НЕ,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Microsoft Windows Phone 8.1 with Lumia Denim,gsm_processor=Quad-core 1.2 GHz Cortex-A7,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=145 g,gsm_wifi=802.11b/g/n,gsm_year_release=2015,operacionna_sistema_filt_r=Windows OS,procesor_filt_r=4-ядрен",1415001-oranzhev,5.0000,1415001-Оранжев
1415001-Бял,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Quad-core 1.2 GHz Cortex-A7</li><li class=""memory"">1 GB </li><li class=""hdd"">8 GB</li></ul>","color=Бял,filter_sim=1,gsm_battery=Li-Ion 2500 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED ,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8926 Snapdragon 400,gsm_dimensions=141.3 x 72.2 x 8.8 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5'',gsm_display_type=IPS LCD ,gsm_extras= - MP3/WAV/eAAC+/WMA player - MP4/H.264/WMV player - OneDrive (30 GB cloud storage) - Document viewer - Photo/video editor,gsm_filter_battery=oт 2001 до 2500 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 305,gsm_infrared=НЕ,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Microsoft Windows Phone 8.1 with Lumia Denim,gsm_processor=Quad-core 1.2 GHz Cortex-A7,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=145 g,gsm_wifi=802.11b/g/n,gsm_year_release=2015,operacionna_sistema_filt_r=Windows OS,procesor_filt_r=4-ядрен",1415001-bjal,5.0000,1415001-Бял
1415001-Черен,"<ul class=""short-description-list smartphone""><li class=""display-size"">5''</li><li class=""processor"">Quad-core 1.2 GHz Cortex-A7</li><li class=""memory"">1 GB </li><li class=""hdd"">8 GB</li></ul>","color=Черен,filter_sim=1,gsm_battery=Li-Ion 2500 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED ,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Qualcomm MSM8926 Snapdragon 400,gsm_dimensions=141.3 x 72.2 x 8.8 mm,gsm_display_resolution=720 x 1280 px,gsm_display_size=5'',gsm_display_type=IPS LCD ,gsm_extras= - MP3/WAV/eAAC+/WMA player - MP4/H.264/WMV player - OneDrive (30 GB cloud storage) - Document viewer - Photo/video editor,gsm_filter_battery=oт 2001 до 2500 mAh,gsm_filter_displaysize=от 5"" до 5.49"",gsm_filter_weight=от 141 до 160 g,gsm_filter_yes_no=4G|Слот за допълнителна памет|FM радио,gsm_gps=ДА,gsm_gpu=Adreno 305,gsm_infrared=НЕ,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=Microsoft Windows Phone 8.1 with Lumia Denim,gsm_processor=Quad-core 1.2 GHz Cortex-A7,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@30fps,gsm_warranty=24 месеца,gsm_weight=145 g,gsm_wifi=802.11b/g/n,gsm_year_release=2015,operacionna_sistema_filt_r=Windows OS,procesor_filt_r=4-ядрен",1415001-cheren,5.0000,1415001-Черен
111001-Черен,"<ul class=""short-description-list smartphone""><li class=""display-size"">3.5''</li><li class=""processor"">двуядрен процесор A5</li><li class=""memory"">512 MB</li><li class=""hdd"">16 GB / 32 GB / 64 GB </li></ul>","color=Черен,filter_sim=1,gsm_battery=Li-Ion 1432 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A5,gsm_dimensions=115.2 x 58.6 x 9.3 mm ,gsm_display_resolution=640 x 960 px,gsm_display_size=3.5'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=iOS 5, Bluetooth 4.0, жироскоп, двуядрен процесор A5, предна VGA камера, автофокус, работа с GSM и CDMA мрежи, технология за гласови команди на Siri,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=Подходящ за бизнес,gsm_gps=ДА,gsm_gpu=PowerVR SGX543MP2,gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 5,gsm_processor=Dual-core 1.0 GHz Cortex-A9,gsm_ram=под 1 GB,gsm_usb=ДА microUSB,gsm_video=HD,gsm_warranty=12 месеца,gsm_weight=140 g,gsm_wifi=802.11b/g/n,gsm_year_release=2011,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",111001-cheren,5.0000,111001-Черен
111001-Бял,"<ul class=""short-description-list smartphone""><li class=""display-size"">3.5''</li><li class=""processor"">двуядрен процесор A5</li><li class=""memory"">512 MB</li><li class=""hdd"">16 GB / 32 GB / 64 GB </li></ul>","color=Бял,filter_sim=1,gsm_battery=Li-Ion 1432 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A5,gsm_dimensions=115.2 x 58.6 x 9.3 mm ,gsm_display_resolution=640 x 960 px,gsm_display_size=3.5'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=iOS 5, Bluetooth 4.0, жироскоп, двуядрен процесор A5, предна VGA камера, автофокус, работа с GSM и CDMA мрежи, технология за гласови команди на Siri,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=под 4"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=Подходящ за бизнес,gsm_gps=ДА,gsm_gpu=PowerVR SGX543MP2,gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 5,gsm_processor=Dual-core 1.0 GHz Cortex-A9,gsm_ram=под 1 GB,gsm_usb=ДА microUSB,gsm_video=HD,gsm_warranty=12 месеца,gsm_weight=140 g,gsm_wifi=802.11b/g/n,gsm_year_release=2011,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",111001-bjal,5.0000,111001-Бял
112001-Черен,"<ul class=""short-description-list smartphone""><li class=""display-size"">4''</li><li class=""processor"">двуядрен процесор A6</li><li class=""memory"">1 GB</li><li class=""hdd"">16 GB / 32 GB / 64 GB</li></ul>","color=Черен,filter_sim=1,gsm_battery=Li-Ion 1440 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A6,gsm_dimensions=58.6 x 123.8 x 7.6 mm,gsm_display_resolution=640 x 1136 px,gsm_display_size=4'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=800:1 и 500 cd/m2 контраст и яркост на екрана, предна 1.2MP камера, двуядрен процесор A6, три микрофона, корпус от алуминий и стъкло, жироскоп, iOS 6, работа с UMTS/HSPA+/DC-HSDPA (850, 900, 1900, 2100 MHz); GSM/EDGE (850, 900, 1800, 1900 MHz); LTE (Bands,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4"" до 4.49"",gsm_filter_weight=от 101 до 120 g,gsm_filter_yes_no=4G|Подходящ за бизнес,gsm_gps=ДА,gsm_gpu=PowerVR SGX 543MP3 (triple-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 6,gsm_processor=Dual-core 1.3 GHz Swift (ARM v7-based),gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=HD видео,gsm_warranty=12 месеца,gsm_weight=112 g,gsm_wifi=802.11b/g/n,gsm_year_release=2012,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",112001-cheren,5.0000,112001-Черен
112001-Бял,"<ul class=""short-description-list smartphone""><li class=""display-size"">4''</li><li class=""processor"">двуядрен процесор A6</li><li class=""memory"">1 GB</li><li class=""hdd"">16 GB / 32 GB / 64 GB</li></ul>","color=Бял,filter_sim=1,gsm_battery=Li-Ion 1440 mAh,gsm_bluetooth=ДА,gsm_camera_light=LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A6,gsm_dimensions=58.6 x 123.8 x 7.6 mm,gsm_display_resolution=640 x 1136 px,gsm_display_size=4'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=800:1 и 500 cd/m2 контраст и яркост на екрана, предна 1.2MP камера, двуядрен процесор A6, три микрофона, корпус от алуминий и стъкло, жироскоп, iOS 6, работа с UMTS/HSPA+/DC-HSDPA (850, 900, 1900, 2100 MHz); GSM/EDGE (850, 900, 1800, 1900 MHz); LTE (Bands,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4"" до 4.49"",gsm_filter_weight=от 101 до 120 g,gsm_filter_yes_no=4G|Подходящ за бизнес,gsm_gps=ДА,gsm_gpu=PowerVR SGX 543MP3 (triple-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 6,gsm_processor=Dual-core 1.3 GHz Swift (ARM v7-based),gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=HD видео,gsm_warranty=12 месеца,gsm_weight=112 g,gsm_wifi=802.11b/g/n,gsm_year_release=2012,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",112001-bjal,5.0000,112001-Бял
113002-Бял,"<ul class=""short-description-list smartphone""><li class=""display-size"">4''</li><li class=""processor"">2-ядрен 64-битов процесор A7 с честота 1.3GHz</li><li class=""memory"">1 GB</li><li class=""hdd"">8/16 GB</li></ul>","color=Бял,filter_sim=1,gsm_battery=Li-Ion 1510 mAh,gsm_bluetooth=ДА,gsm_camera_light=ДА LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A6,gsm_dimensions=124.4 x 59.2 x 9 mm ,gsm_display_resolution=640 x 1136 px,gsm_display_size=4'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=бленда F2.4 на камерата, 1.2MP предна камера,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4"" до 4.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G,gsm_gps=ДА,gsm_gpu=PowerVR SGX 543MP3 (triple-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 7,gsm_processor=2-ядрен 64-битов процесор A7 с честота 1.3GHz,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=HD 1080p при 30fps,gsm_warranty=12 месеца,gsm_weight=132 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",113002-bjal,5.0000,113002-Бял
113002-Син,"<ul class=""short-description-list smartphone""><li class=""display-size"">4''</li><li class=""processor"">2-ядрен 64-битов процесор A7 с честота 1.3GHz</li><li class=""memory"">1 GB</li><li class=""hdd"">8/16 GB</li></ul>","color=Син,filter_sim=1,gsm_battery=Li-Ion 1510 mAh,gsm_bluetooth=ДА,gsm_camera_light=ДА LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A6,gsm_dimensions=124.4 x 59.2 x 9 mm ,gsm_display_resolution=640 x 1136 px,gsm_display_size=4'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=бленда F2.4 на камерата, 1.2MP предна камера,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4"" до 4.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G,gsm_gps=ДА,gsm_gpu=PowerVR SGX 543MP3 (triple-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 7,gsm_processor=2-ядрен 64-битов процесор A7 с честота 1.3GHz,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=HD 1080p при 30fps,gsm_warranty=12 месеца,gsm_weight=132 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",113002-sin,5.0000,113002-Син
113002-Зелен,"<ul class=""short-description-list smartphone""><li class=""display-size"">4''</li><li class=""processor"">2-ядрен 64-битов процесор A7 с честота 1.3GHz</li><li class=""memory"">1 GB</li><li class=""hdd"">8/16 GB</li></ul>","color=Зелен,filter_sim=1,gsm_battery=Li-Ion 1510 mAh,gsm_bluetooth=ДА,gsm_camera_light=ДА LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A6,gsm_dimensions=124.4 x 59.2 x 9 mm ,gsm_display_resolution=640 x 1136 px,gsm_display_size=4'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=бленда F2.4 на камерата, 1.2MP предна камера,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4"" до 4.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G,gsm_gps=ДА,gsm_gpu=PowerVR SGX 543MP3 (triple-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 7,gsm_processor=2-ядрен 64-битов процесор A7 с честота 1.3GHz,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=HD 1080p при 30fps,gsm_warranty=12 месеца,gsm_weight=132 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",113002-zelen,5.0000,113002-Зелен
113002-Жълт,"<ul class=""short-description-list smartphone""><li class=""display-size"">4''</li><li class=""processor"">2-ядрен 64-битов процесор A7 с честота 1.3GHz</li><li class=""memory"">1 GB</li><li class=""hdd"">8/16 GB</li></ul>","color=Жълт,filter_sim=1,gsm_battery=Li-Ion 1510 mAh,gsm_bluetooth=ДА,gsm_camera_light=ДА LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A6,gsm_dimensions=124.4 x 59.2 x 9 mm ,gsm_display_resolution=640 x 1136 px,gsm_display_size=4'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=бленда F2.4 на камерата, 1.2MP предна камера,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4"" до 4.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G,gsm_gps=ДА,gsm_gpu=PowerVR SGX 543MP3 (triple-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 7,gsm_processor=2-ядрен 64-битов процесор A7 с честота 1.3GHz,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=HD 1080p при 30fps,gsm_warranty=12 месеца,gsm_weight=132 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",113002-zh-lt,5.0000,113002-Жълт
113002-Розов,"<ul class=""short-description-list smartphone""><li class=""display-size"">4''</li><li class=""processor"">2-ядрен 64-битов процесор A7 с честота 1.3GHz</li><li class=""memory"">1 GB</li><li class=""hdd"">8/16 GB</li></ul>","color=Розов,filter_sim=1,gsm_battery=Li-Ion 1510 mAh,gsm_bluetooth=ДА,gsm_camera_light=ДА LED,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A6,gsm_dimensions=124.4 x 59.2 x 9 mm ,gsm_display_resolution=640 x 1136 px,gsm_display_size=4'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=бленда F2.4 на камерата, 1.2MP предна камера,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4"" до 4.49"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G,gsm_gps=ДА,gsm_gpu=PowerVR SGX 543MP3 (triple-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=8 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 7,gsm_processor=2-ядрен 64-битов процесор A7 с честота 1.3GHz,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=HD 1080p при 30fps,gsm_warranty=12 месеца,gsm_weight=132 g,gsm_wifi=802.11b/g/n,gsm_year_release=2013,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",113002-rozov,5.0000,113002-Розов
114001-Сив,"<ul class=""short-description-list smartphone""><li class=""display-size"">4,7''</li><li class=""processor"">64-битов процесор А8, копроцесор M8</li><li class=""memory"">1 GB</li><li class=""hdd"">16 GB/64 GB/128 GB</li></ul>","color=Сив,filter_sim=1,gsm_battery=Li-Po 1810 mAh,gsm_bluetooth=ДА,gsm_camera_light=двойна LED светкавица с различна температура,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A8,gsm_dimensions=67 x 138.1 x 6.9 mm,gsm_display_resolution=750 x 1334 px,gsm_display_size=4.7'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=сензор за отпечатъци, 1.2МР предна камера, Wi-Fi 802.11a/b/g/n/ac, NFC, VoLTE, Wi-Fi calling, Lightning конектор, барометър, жироскоп, nano SIM,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4.5"" до 4.99"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=PowerVR GX6450 (quad-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 8,gsm_processor=Dual-core 1.4 GHz Typhoon ,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@60fps,gsm_warranty=12 месеца,gsm_weight=129 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",114001-siv,5.0000,114001-Сив
114001-Сребрист,"<ul class=""short-description-list smartphone""><li class=""display-size"">4,7''</li><li class=""processor"">64-битов процесор А8, копроцесор M8</li><li class=""memory"">1 GB</li><li class=""hdd"">16 GB/64 GB/128 GB</li></ul>","color=Сребрист,filter_sim=1,gsm_battery=Li-Po 1810 mAh,gsm_bluetooth=ДА,gsm_camera_light=двойна LED светкавица с различна температура,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A8,gsm_dimensions=67 x 138.1 x 6.9 mm,gsm_display_resolution=750 x 1334 px,gsm_display_size=4.7'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=сензор за отпечатъци, 1.2МР предна камера, Wi-Fi 802.11a/b/g/n/ac, NFC, VoLTE, Wi-Fi calling, Lightning конектор, барометър, жироскоп, nano SIM,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4.5"" до 4.99"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=PowerVR GX6450 (quad-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 8,gsm_processor=Dual-core 1.4 GHz Typhoon ,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@60fps,gsm_warranty=12 месеца,gsm_weight=129 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",114001-srebrist,5.0000,114001-Сребрист
114001-Златист,"<ul class=""short-description-list smartphone""><li class=""display-size"">4,7''</li><li class=""processor"">64-битов процесор А8, копроцесор M8</li><li class=""memory"">1 GB</li><li class=""hdd"">16 GB/64 GB/128 GB</li></ul>","color=Златист,filter_sim=1,gsm_battery=Li-Po 1810 mAh,gsm_bluetooth=ДА,gsm_camera_light=двойна LED светкавица с различна температура,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A8,gsm_dimensions=67 x 138.1 x 6.9 mm,gsm_display_resolution=750 x 1334 px,gsm_display_size=4.7'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=сензор за отпечатъци, 1.2МР предна камера, Wi-Fi 802.11a/b/g/n/ac, NFC, VoLTE, Wi-Fi calling, Lightning конектор, барометър, жироскоп, nano SIM,gsm_filter_battery=под 2000 mAh,gsm_filter_displaysize=от 4.5"" до 4.99"",gsm_filter_weight=от 121 до 140 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=PowerVR GX6450 (quad-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 8,gsm_processor=Dual-core 1.4 GHz Typhoon ,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@60fps,gsm_warranty=12 месеца,gsm_weight=129 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",114001-zlatist,5.0000,114001-Златист
114002-Сив,"<ul class=""short-description-list smartphone""><li class=""display-size"">5,5''</li><li class=""processor"">Dual-core 1.4 GHz Typhoon</li><li class=""memory"">1 GB</li><li class=""hdd"">16 GB/64 GB/128 GB</li></ul>","color=Сив,filter_sim=1,gsm_battery=Li-Po 2915 mAh,gsm_bluetooth=ДА,gsm_camera_light=двойна LED светкавица с различна температура,gsm_camera_mp=8 MP,gsm_camera_other=CMOS,gsm_chipset=Apple A8,gsm_dimensions=158.1 x 77.8 x 7.1 mm,gsm_display_resolution=1080 x 1920 px,gsm_display_size=5.5'',gsm_display_type=LED-backlit IPS LCD,gsm_extras=Предна камера: 1.2 MP, 720p@30fps,gsm_filter_battery=от 2501 до 3000 mAh,gsm_filter_displaysize=над 5.5"",gsm_filter_weight=от 161 до 180 g,gsm_filter_yes_no=4G|Подходящ за бизнес|Сензор за отпечатък,gsm_gps=ДА,gsm_gpu=PowerVR GX6450 (quad-core graphics),gsm_infrared=НЕ,gsm_manufacturer=Apple,gsm_memory=16 GB,gsm_network=GSM 850/900/1800/1900,gsm_os=iOS 8,gsm_processor=Dual-core 1.4 GHz Typhoon,gsm_ram=1 GB,gsm_usb=ДА microUSB,gsm_video=1080p@60fps, 720p@240fps, optical stabilization,gsm_warranty=12 месеца,gsm_weight=172 g,gsm_wifi=802.11b/g/n,gsm_year_release=2014,operacionna_sistema_filt_r=iOS,procesor_filt_r=2-ядрен",114002-siv,5.0000,114002-Сив
