sku;store_view_code;name;price;product_type;attribute_set_code;product_websites;qty;product_online;tax_class_name;visibility;is_in_stock;categories;short_description;url_key;meta_title;meta_description;weight;base_image;base_image_label;small_image;small_image_label;thumbnail_image;thumbnail_image_label;hdd_razmer_filt_r_laptop;laptop_battery;laptop_cpu_filter;laptop_color;laptop_dimensions;laptop_display_info;laptop_display_resolution;laptop_display_size;laptop_gpu;laptop_gpu_memory;laptop_hdd_size;laptop_optical;laptop_os_filter;laptop_other_info;laptop_ports;laptop_processor;laptop_ram;laptop_ram_info;laptop_sound;laptop_warranty;laptop_weight;laptop_wifi;gsm_manufacturer;laptop_yes_no
N005L318011EMEA;;Dell Latitude 3180 N005L318011EMEA;1279.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/DELL;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">11.6 inch (29.46 cm)</li></div><div class="col-md-2"><li class="processor">Intel Pentium</li></div><div class="col-md-2"><li class="memory">4 GB</li></div><div class="col-md-2"><li class="hdd">128 GB</li></div><div class="col-md-2"><li class="battery">42 Whr ExpressCharge</li></div></div></ul>;Dell-Latitude-3180-N005L318011EMEA-top-cena-na-izplashtane;Dell Latitude 3180 N005L318011EMEA на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Dell Latitude 3180 N005L318011EMEA още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;2;image54.jpg;Dell Latitude 3180 N005L318011EMEA топ цена на изплащане;image54.jpg;Dell Latitude 3180 N005L318011EMEA топ цена на изплащане;image54.jpg;Dell Latitude 3180 N005L318011EMEA топ цена на изплащане;под 200 GB;42 Whr ExpressCharge Capable (Prismastic)  65 Watt AC Adaptor;Intel Pentium;Черен;;Anti-Glare;1366x768;11.6 inch (29.46 cm);Intel HD Graphics 505;No info;128 GB;X;MS-Dos;Windows OS: yes<br>Памет  тип: LPDDR3<br>Тегло  kg: 1.63 kg<br>Серия: Latitude 3180<br>Твърд диск  тип: SSD<br>Софтуер: Windows 10 Pro (64bit) English<br>Сигурност: Noble Wedge Lock slot<br>;2 USB 3.1 Gen 1 HDMI порт: HDMI;Intel Pentium N4200 1.10 GHz  2 MB cache;4 GB;No Info;Combo headphone/microphone jack;24 месеца;2;Intel Dual Band Wireless-AC 7265 802.11AC Wi-Fi;DELL;Bluetooth|Четец за карти
1WY64EA;;Hewlett Packard HP 250 G6;719.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/HP;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">15.6 inch (39.62 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i3</li></div><div class="col-md-2"><li class="memory">4 GB</li></div><div class="col-md-2"><li class="hdd">500 GB</li></div><div class="col-md-2"><li class="battery">3-cell 31wh</li></div></div></ul>;Hewlett-Packard-HP-250-G6-top-cena-na-izplashtane;Hewlett Packard HP 250 G6 на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Hewlett Packard HP 250 G6 още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;1.86;image55.jpg;Hewlett Packard HP 250 G6 топ цена на изплащане;image55.jpg;Hewlett Packard HP 250 G6 топ цена на изплащане;image55.jpg;Hewlett Packard HP 250 G6 топ цена на изплащане;401-600 GB;3-cell 31wh;Intel Core i3;Черен;380 x 254 x 238;HD LED anti-glar;1366x768;15.6 inch (39.62 cm);Intel® HD Graphics 520;No info;500 GB;DVD±RW;MS-Dos;Име на операционната система: DOS<br>Изход HDMI: Yes<br>Резолюция на екрана: 1366 x 768 Pixels<br>Номер на модела: HP 250 G6<br>Видео: Intel HD Graphics<br>Чипсет: Integrated with processor<br>Изход VGA: Yes<br>Наименование на процесора: Intel® Core™ i3-6006U (2 GHz  3 MB cache  2 cores)<br>LAN: 10/100/1000<br>USB 2.0: 1<br>Твърд диск Тип: HDD<br>;RJ-45 (LAN): Yes Micr/ line in  Speaker / out: Yes;Intel Core i3;4 GB;DDR4-2133 SDRAM;Audio Combo Jack;2 години;1.86;802.11ac/a/b/g/n;HP;Bluetooth|Четец за карти|USB 3.0|RJ-45 порт
20JH0039BM;;Lenovo ThinkPad Yoga 370 Intel;3599.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/Lenovo;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">13.3 inch (33.78 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i7</li></div><div class="col-md-2"><li class="memory">8 GB</li></div><div class="col-md-2"><li class="hdd">256 GB</li></div><div class="col-md-2"><li class="battery">4 cell</li></div></div></ul>;Lenovo-ThinkPad-Yoga-370-Intel-top-cena-na-izplashtane;Lenovo ThinkPad Yoga 370 Intel на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Lenovo ThinkPad Yoga 370 Intel още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;2;image56.jpg;Lenovo ThinkPad Yoga 370 Intel топ цена на изплащане;image56.jpg;Lenovo ThinkPad Yoga 370 Intel топ цена на изплащане;image56.jpg;Lenovo ThinkPad Yoga 370 Intel топ цена на изплащане;200-400 GB;4 cell;Intel Core i7;Сребрист;;Glare;Full HD (1920x1080);13.3 inch (33.78 cm);Intel HD Graphics 620;No info;256 GB;X;MS-Dos;Web камера  MP: HD 720p Camera with integrated dual array microphone<br>Памет  слотове: Up to 16 GB<br>Серия: Thinkpad Yoga<br>Сигурност: Kensington Lock Slot<br>Четец на пръстов отпечатък: Fingerprint Reader<br>Windows OS: yes<br>Памет  тип: DDR4<br>Тегло  kg: 1.37 kg<br>Твърд диск  тип: SSD<br>Разширителен порт: 1 Intel Thunderbolt 3<br>Софтуер: Windows 10 Pro<br>Звук: HD Audio<br>;1 USB 3.0  1 USB 3.0 (always-on) HDMI порт: HDMI;Intel Core i7-7500U 2.70 GHz  4 MB cache;8 GB;No Info;Headphone &amp  Microphone combo jack;24 месеца;2;WLAN Ac;Lenovo;Bluetooth|Четец за карти|Сензорен екран
NX.GQJEX.007;;Acer CHR PROMO! NB Swift;1999.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/ACER;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">14.0 inch (35.56 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i7</li></div><div class="col-md-2"><li class="memory">8 GB</li></div><div class="col-md-2"><li class="hdd">512 GB</li></div><div class="col-md-2"><li class="battery">4-cell 10</li></div></div></ul>;Acer-CHR-PROMO!-NB-Swift-top-cena-na-izplashtane;Acer CHR PROMO! NB Swift на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Acer CHR PROMO! NB Swift още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;1.7;image57.jpg;Acer CHR PROMO! NB Swift топ цена на изплащане;image57.jpg;Acer CHR PROMO! NB Swift топ цена на изплащане;image57.jpg;Acer CHR PROMO! NB Swift топ цена на изплащане;401-600 GB;4-cell 10;Intel Core i7;Син;;Antiglare;Full HD (1920x1080);14.0 inch (35.56 cm);Intel® HD Graphics 620;No info;512 GB;W/o optical drive;Windows 10;Слотове за памет: 0<br>USB-C: 1<br>Максимален обем: 8192<br>Име на операционната система: Microsoft® Windows® 10 Home (64-bit)<br>Изход HDMI: Yes<br>Резолюция на екрана: 1920 х 1080 Pixels<br>Номер на модела: SF314-52-87FC<br>Видео: Intel HD Graphics<br>Свободни слотове за памет: 0<br>Dock connector: Yes<br>FingerPrint четец: Yes<br>Наименование на процесора: Intel® Core™ i7-8550U<br>USB 2.0: 1<br>Твърд диск Тип: SSD<br>;RJ-45 (LAN): Yes Micr/ line in  Speaker / out: Yes;Intel Core i7;8 GB;DDR4;Audio Combo Jack;2 години;1.7;802 11a/c;ACER;Bluetooth|Камера|Четец за карти|Сензор за отпечатък|USB 3.0|RJ-45 порт
20HNA010BM;;Lenovo Ultrabook ThinkPad X270;3089.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/Lenovo;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">12.0 inch (30.48 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i7</li></div><div class="col-md-2"><li class="memory">8 GB</li></div><div class="col-md-2"><li class="hdd">256 GB</li></div><div class="col-md-2"><li class="battery">3cell+3cell 23wh</li></div></div></ul>;Lenovo-Ultrabook-ThinkPad-X270-top-cena-na-izplashtane;Lenovo Ultrabook ThinkPad X270 на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Lenovo Ultrabook ThinkPad X270 още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;1.36;image58.jpg;Lenovo Ultrabook ThinkPad X270 топ цена на изплащане;image58.jpg;Lenovo Ultrabook ThinkPad X270 топ цена на изплащане;image58.jpg;Lenovo Ultrabook ThinkPad X270 топ цена на изплащане;200-400 GB;3cell+3cell 23wh;Intel Core i7;Черен;305.5mm x 208.5mm x 20.3mm;IPS FHD;1366x768;12.0 inch (30.48 cm);Intel® HD Graphics 620;No info;256 GB;X;Windows 10;USB-C: 1<br>Име на операционната система: Microsoft® Windows® 10 Pro (64 bit)<br>Изход HDMI: Yes<br>Резолюция на екрана: 1920 х 1080 Pixels<br>Номер на модела: ThinkPad X270<br>Видео: Intel HD Graphics<br>Чипсет: Intel SoC platform<br>Smart Card четец: Yes<br>Dock connector: Yes<br>FingerPrint четец: Yes<br>Опция сигурност: Discrete TPM 2.0  TCG Certified<br>Наименование на процесора: Intel® Core™ i7-7500U up to 3.5GHz<br>LAN: 10/100/1000<br>Твърд диск Тип: SSD<br>;RJ-45 (LAN): Yes;Intel Core i7;8 GB;DDR4;Audio Combo Jack;3 години;1.36;802 11a/c;Lenovo;Bluetooth|Камера|Четец за карти|Сензор за отпечатък|USB 3.0|RJ-45 порт
20H1006EBM/3;;Lenovo  ThinkPad Edge E470;1659.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/Lenovo;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">14.0 inch (35.56 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i7</li></div><div class="col-md-2"><li class="memory">8 GB</li></div><div class="col-md-2"><li class="hdd">1000 GB</li></div><div class="col-md-2"><li class="battery">3-cell 8.4h</li></div></div></ul>;Lenovo--ThinkPad-Edge-E470-top-cena-na-izplashtane6;Lenovo  ThinkPad Edge E470 на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Lenovo  ThinkPad Edge E470 още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;1.87;image59.jpg;Lenovo  ThinkPad Edge E470 топ цена на изплащане;image59.jpg;Lenovo  ThinkPad Edge E470 топ цена на изплащане;image59.jpg;Lenovo  ThinkPad Edge E470 топ цена на изплащане;801-1000 GB;3-cell 8.4h;Intel Core i7;Черен;339mm x 242mm x 23.7mm;Antiglare;Full HD (1920x1080);14.0 inch (35.56 cm);NVIDIA® GeForce® 940MX 2GB;No info;1000 GB;X;MS-Dos;Слотове за памет: 2<br>Максимален обем: 32768<br>Име на операционната система: DOS<br>Изход HDMI: Yes<br>Резолюция на екрана: 1920 х 1080 Pixels<br>Номер на модела: ThinkPad Edge E470<br>Видео: nVidia GeForce<br>Свободни слотове за памет: 1<br>FingerPrint четец: Yes<br>Наименование на процесора: Intel® Core™ i7-7500U (2.7GHz to 3.5GHz 4MB Cache)<br>LAN: 10/100/1000<br>USB 2.0: 1<br>Твърд диск Тип: SATA<br>;RJ-45 (LAN): Yes Micr/ line in  Speaker / out: Yes;Intel Core i7;8 GB;DDR4;Audio Combo Jack;3 години;1.87;802 11a/c;Lenovo;Bluetooth|Камера|Четец за карти|Сензор за отпечатък|USB 3.0|RJ-45 порт
20HR0061BM;;Lenovo Ultrabook ThinkPad X1 Carbon;4449.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/Lenovo;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">14.0 inch (35.56 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i7</li></div><div class="col-md-2"><li class="memory">16 GB</li></div><div class="col-md-2"><li class="hdd">512 GB</li></div><div class="col-md-2"><li class="battery">Integrated battery RapidCharge</li></div></div></ul>;Lenovo-Ultrabook-ThinkPad-X1-Carbon-top-cena-na-izplashtane;Lenovo Ultrabook ThinkPad X1 Carbon на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Lenovo Ultrabook ThinkPad X1 Carbon още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;2;image60.jpg;Lenovo Ultrabook ThinkPad X1 Carbon топ цена на изплащане;image60.jpg;Lenovo Ultrabook ThinkPad X1 Carbon топ цена на изплащане;image60.jpg;Lenovo Ultrabook ThinkPad X1 Carbon топ цена на изплащане;401-600 GB;Integrated battery RapidCharge;Intel Core i7;Черен;;Antiglare;Full HD (1920x1080);14.0 inch (35.56 cm);Intel® HD Graphics 620;No info;512 GB;X;Windows 10;USB-C: 2<br>Име на операционната система: Microsoft® Windows® 10 Pro (64 bit)<br>Изход HDMI: Yes<br>Резолюция на екрана: 1920 х 1080 Pixels<br>Номер на модела: ThinkPad X1 Carbon (5th Gen)<br>Видео: Intel HD Graphics<br>Изход VGA: Yes<br>FingerPrint четец: Yes<br>Опция сигурност: dTPM 2.0<br>Наименование на процесора: Intel® Core™ i7-7500U (2.7GHz to 3.5GHz 4MB Cache)<br>Твърд диск Тип: SSD<br>;;Intel Core i7;16 GB;DDR3L 1866 (Low Power);Audio Combo Jack;3 години;2;802 11a/c;Lenovo;Bluetooth|Камера|Четец за карти|Сензор за отпечатък|USB 3.0
NX.GR5EX.022;;Acer Aspire 3 NX.GR5EX.022;549.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/ACER;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">15.6 inch (39.62 cm)</li></div><div class="col-md-2"><li class="processor">Intel Celeron</li></div><div class="col-md-2"><li class="memory">4 GB</li></div><div class="col-md-2"><li class="hdd">1000 GB</li></div><div class="col-md-2"><li class="battery">37 Wh 4810</li></div></div></ul>;Acer-Aspire-3-NX.GR5EX.022-top-cena-na-izplashtane;Acer Aspire 3 NX.GR5EX.022 на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Acer Aspire 3 NX.GR5EX.022 още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;2;image61.jpg;Acer Aspire 3 NX.GR5EX.022 топ цена на изплащане;image61.jpg;Acer Aspire 3 NX.GR5EX.022 топ цена на изплащане;image61.jpg;Acer Aspire 3 NX.GR5EX.022 топ цена на изплащане;801-1000 GB;37 Wh 4810 mAh 7.7 V 2-cell Li-ion battery;Intel Celeron;Червен;;Glare;1366x768;15.6 inch (39.62 cm);Intel HD Graphics 520;No info;1000 GB;X;MS-Dos;Web камера  MP: HD Cam<br>Памет  слотове: upgradable of 12GB  single soDIMM module<br>Серия: Aspire 3<br>Сигурност: Kensington lock slot<br>Памет  тип: DDR4<br>Тегло  kg: 2.10 kg<br>Мрежа: Gigabit Ethernet<br>Твърд диск  тип: SATA<br>Ethernet (RJ-45) порт: RJ-45<br>Софтуер: Linux<br>Звук: Two built-in stereo speakers  Built-in digital microphone<br>;1 USB 3.0  2 USB 2.0 HDMI порт: HDMI;Intel Celeron N3450 1.10 GHz  2 MB cache;4 GB;No Info;Headset/speaker jack;24 месеца;2;IEEE 802.11ac;ACER;Bluetooth|Четец за карти
80XR00N4BM;;Lenovo IdeaPad 320 15.6;549.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/Lenovo;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">15.6 inch (39.62 cm)</li></div><div class="col-md-2"><li class="processor">Intel Celeron</li></div><div class="col-md-2"><li class="memory">4 GB</li></div><div class="col-md-2"><li class="hdd">1000 GB</li></div><div class="col-md-2"><li class="battery">up to 5</li></div></div></ul>;Lenovo-IdeaPad-320-15.6-top-cena-na-izplashtane7;Lenovo IdeaPad 320 15.6 на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Lenovo IdeaPad 320 15.6 още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;2.2;image62.jpg;Lenovo IdeaPad 320 15.6 топ цена на изплащане;image62.jpg;Lenovo IdeaPad 320 15.6 топ цена на изплащане;image62.jpg;Lenovo IdeaPad 320 15.6 топ цена на изплащане;801-1000 GB;up to 5 hours;Intel Celeron;Лилав;378mm x 260mm x 22mm;HD Anti-Glar;1366x768;15.6 inch (39.62 cm);Intel® HD Graphics;No info;1000 GB;DVD;MS-Dos;Име на операционната система: DOS<br>Изход HDMI: Yes<br>Резолюция на екрана: 1366 x 768 Pixels<br>Номер на модела: IdeaPad 320<br>Видео: Intel HD Graphics<br>Наименование на процесора: Intel® Celeron® N3350 (2M Cache  up to 2.4 GHz)<br>LAN: 10/100/1000<br>USB 2.0: 1<br>Твърд диск Тип: HDD<br>;RJ-45 (LAN): Yes Micr/ line in  Speaker / out: Yes;Intel Celeron;4 GB;DDR3L 1600;Audio Combo Jack;2 години;2.2;802 11a/c;Lenovo;Bluetooth|Камера|Четец за карти|USB 3.0|RJ-45 порт
5397184067246;;Dell Alienware 17 R4 5397184067246;7089.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/DELL;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">17.3 inch (43.94 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i7</li></div><div class="col-md-2"><li class="memory">16 GB</li></div><div class="col-md-2"><li class="hdd">512 GB</li></div><div class="col-md-2"><li class="battery">Lithium Ion (99</li></div></div></ul>;Dell-Alienware-17-R4-5397184067246-top-cena-na-izplashtane;Dell Alienware 17 R4 5397184067246 на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Dell Alienware 17 R4 5397184067246 още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;2;image63.jpg;Dell Alienware 17 R4 5397184067246 топ цена на изплащане;image63.jpg;Dell Alienware 17 R4 5397184067246 топ цена на изплащане;image63.jpg;Dell Alienware 17 R4 5397184067246 топ цена на изплащане;401-600 GB;Lithium Ion (99 Wh) Battery  Alienware 330W AC Adapter;Intel Core i7;Черен;;IPS Anti-Glare;1366x768;17.3 inch (43.94 cm);NVIDIA GeForce GTX 1080;8192MB GDDR5X;512 GB;X;MS-Dos;Web камера  MP: HD Cam<br>Памет  слотове: 4 slots  max. 32 GB<br>Серия: Alienware 17 R4<br>Сигурност: Kensington Lock<br>M.2 слот: yes<br>Чипсет: Intel HM77<br>Windows OS: yes<br>Памет  тип: DDR4<br>Тегло  kg: 4.36 kg<br>Мрежа: Integrated 10/100/1000Mbps Gigabit Ethernet<br>Твърд диск  тип: SSD&amp SATA<br>Ethernet (RJ-45) порт: RJ-45<br>Софтуер: Windows 10 Home-HE (64bit) English<br>Display порт: DisplayPort<br>Звук: Creative Sound Blaster Recon3Di  Intel Panther Point PCH - High Definition Audio Controller<br>;1 USB 2.0  4 USB 3.0 / 3.1 Gen1 HDMI порт: HDMI;Intel Core i7-7820HK 2.90 GHz  8 MB cache;16 GB;No Info;Audio Connections: 1 Line-In  3 Line-Out (incl. S/PDIF);24 месеца;2;Killer 1435 802.11ac 2x2 WiFi;DELL;Bluetooth|Четец за карти|Подсветка на клавиатурата
NX.GPJEX.019;;Acer NB Swift 3 SF314-52-38PW/14.0;1499.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/ACER;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">14.0 inch (35.56 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i3</li></div><div class="col-md-2"><li class="memory">8 GB</li></div><div class="col-md-2"><li class="hdd">256 GB</li></div><div class="col-md-2"><li class="battery">4-cell 10</li></div></div></ul>;Acer-NB-Swift-3-SF314-52-38PW-14.0-top-cena-na-izplashtane;Acer NB Swift 3 SF314-52-38PW/14.0 на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Acer NB Swift 3 SF314-52-38PW/14.0 още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;1.7;image64.jpg;Acer NB Swift 3 SF314-52-38PW/14.0 топ цена на изплащане;image64.jpg;Acer NB Swift 3 SF314-52-38PW/14.0 топ цена на изплащане;image64.jpg;Acer NB Swift 3 SF314-52-38PW/14.0 топ цена на изплащане;200-400 GB;4-cell 10;Intel Core i3;Златист;338 (W) x 234 (D) x 17.95 (H) mm;Corning® Gorilla® Glass;Full HD (1920x1080);14.0 inch (35.56 cm);Intel® HD Graphics 620;No info;256 GB;X;Windows 10;S-video-in: No<br>DVI-D: No<br>eSATA: No<br>Smart Card четец: No<br>Свободни слотове за памет: 0<br>FingerPrint четец: Yes<br>S-video/TV-out: No<br>Наименование на процесора: Intel® Core™ i3-7130U<br>Твърд диск Тип: SSD<br>MagSafe 2: No<br>Слотове за памет: 0<br>USB-C: 1<br>Име на операционната система: Microsoft® Windows® 10 Home (64-bit)<br>Изход HDMI: Yes<br>Резолюция на екрана: 1920 х 1080 Pixels<br>Номер на модела: SF314-52-38PW<br>Видео: Intel HD Graphics<br>Изход VGA: No<br>Dock connector: No<br>Thunderbolt: No<br>USB 2.0: 1<br>Serial port: No<br>;RJ-45 (LAN): No RJ-11 (модем): No IEEE 1394 FireWire): No Micr/ line in  Speaker / out: Yes mini VGA: No Parallel port: No;Intel Core i3;8 GB;DDR4;Audio Combo Jack;2 години;1.7;802.11ac/a/b/g/n;ACER;Bluetooth|Четец за карти|Сензор за отпечатък|USB 3.0
N011L748014EMEA;;Dell Latitude E7480 N011L748014EMEA;3229.0;simple;Лаптопи;base;1;1;Taxable Goods;Catalog, Search;1;Главна директория,Главна директория/Лаптопи,Главна директория/Лаптопи/DELL;<ul class="short-description-list smartphone"><div class="row"><div class="col-md-2 col-md-offset-1"><li class="display-size">14.0 inch (35.56 cm)</li></div><div class="col-md-2"><li class="processor">Intel Core i5</li></div><div class="col-md-2"><li class="memory">8 GB</li></div><div class="col-md-2"><li class="hdd">512 GB</li></div><div class="col-md-2"><li class="battery">Primary 4-cell 60W/HR</li></div></div></ul>;Dell-Latitude-E7480-N011L748014EMEA-top-cena-na-izplashtane;Dell Latitude E7480 N011L748014EMEA на топ цена и на изплащане от Примиъм Мобайл ЕООД :: ревюта, характеристики, снимки;Можете да вземете Dell Latitude E7480 N011L748014EMEA още днес на топ цена и на изплащане с минимално оскъпяване и светкавично одобрение от PremiumMobile.bg. Бърза доставка на следващия ден и любезно обслужване.;2;image65.jpg;Dell Latitude E7480 N011L748014EMEA топ цена на изплащане;image65.jpg;Dell Latitude E7480 N011L748014EMEA топ цена на изплащане;image65.jpg;Dell Latitude E7480 N011L748014EMEA топ цена на изплащане;401-600 GB;Primary 4-cell 60W/HR Battery  65W AC Adapter  3-pin;Intel Core i5;Черен;;Anti-Glare;Full HD (1920x1080);14.0 inch (35.56 cm);Intel HD Graphics 620;No info;512 GB;X;MS-Dos;Web камера  MP: HD Cam<br>Серия: Latitude E7480<br>M.2 слот: no free slot available<br>Четец на пръстов отпечатък: Fingerprint Reader<br>Windows OS: yes<br>Памет  тип: DDR4<br>Тегло  kg: 1.36 kg<br>Мрежа: 10/100/1000 Gigabit Ethernet<br>Твърд диск  тип: SSD<br>Ethernet (RJ-45) порт: RJ-45<br>Софтуер: Windows 10 Pro (64bit) English<br>Display порт: 1 DisplayPort over USB Type C<br>;3 USB 3.1 Gen 1 (one with PowerShare) HDMI порт: HDMI;Intel Core i5-7300U 2.60 GHz  3 MB cache;8 GB;No Info;1 Headset/mic combo jack;24 месеца;2;Intel Dual-Band Wireless-AC 8265 Wi-Fi;DELL;Bluetooth|Четец за карти|Подсветка на клавиатурата
